name,server_id,time_ordered,is_served,price
Chicken Tenders,5,2022-10-28 09:51:52,false,7.49
Bacon Burger,4,2022-10-28 22:57:48,true,7.89
Fountain Drink,3,2022-10-28 15:31:22,true,2.45
Bacon Burger,5,2022-10-28 03:27:35,true,7.89
Ice Cream Cup,1,2022-10-28 01:46:16,true,3.29
Fountain Drink,2,2022-10-28 16:13:02,false,2.45
Ice Cream Cup,5,2022-10-28 13:33:19,false,3.29
Aggie Shakes,2,2022-10-28 19:55:14,false,4.49
Ice Cream Cup,3,2022-10-28 18:04:00,true,3.29
Cookie Sandwich,2,2022-10-28 17:14:08,false,4.69
Fountain Drink,2,2022-10-28 15:06:06,true,2.45
Chicken Sandwich,1,2022-10-28 03:45:49,false,7.49
Chicken Tenders,3,2022-10-28 11:35:47,true,7.49
Caesar Salad,4,2022-10-28 18:15:22,true,8.29
Caesar Salad,4,2022-10-28 17:35:03,true,8.29
Cookie Sandwich,2,2022-10-28 15:59:36,true,4.69
Chicken Sandwich,4,2022-10-28 14:53:18,false,7.49
Aggie Shakes,1,2022-10-28 01:00:55,false,4.49
Chicken Sandwich,1,2022-10-28 03:20:55,true,7.49
Chicken Tenders,4,2022-10-28 00:46:12,false,7.49
Classic Hamburger,5,2022-10-28 17:03:34,false,6.49
French Fries,3,2022-10-28 20:15:09,false,2.69
Black Bean Burger,3,2022-10-28 07:19:54,true,7.29
Classic Hamburger,5,2022-10-28 07:12:47,true,6.49
Gig Em Patty Melt,1,2022-10-28 09:42:42,false,4.49
Chicken Sandwich,4,2022-10-28 17:59:54,true,7.49
Black Bean Burger,4,2022-10-28 13:30:16,false,7.29
Classic Hamburger,5,2022-10-28 19:00:53,true,6.49
Bacon Burger,3,2022-10-28 23:36:01,false,7.89
Fountain Drink,5,2022-10-28 08:44:14,true,2.45
Caesar Salad,5,2022-10-28 22:48:14,false,8.29
